college_name,link,college_type,facilities,contact_no,Email_id,Website,address 
"KaveriCollegeofScienceandCommerce(KCSC),pune",https://www.collegedekho.com/colleges/kaveri-college-of-science-and-commerce-pune,Private, Math Lab   Auditorium   Computer Lab   Counselling   Gym   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   Residential Institute   Residential Zone   Residential Faculty Zone  , 25456328,kaveri.college@kaveri.edu.in,http://kaveri.edu.in/kcsc,"['S. No. 36', ' Ganesh Nagar', ' Near CDSS', ' Erandwane', 'Pune 411038']"
"IndiraCollegeOfCommerceandScience(ICCS),pune",https://www.collegedekho.com/colleges/iccs-pune,Private, Auditorium   Boys Hostel   Canteen   Computer Lab   Counselling   Girls Hostel   Library   Medical Facilities   Cls. Room   Placement   Sports   WiFi   Cafeteria    Laboratories  ,+91-020-66759517,rajesh.sathe@iccs.ac.in,http://iccs.ac.in/,"['Dhruv’', ' 89/2A', ' New Pune-Mumbai Highway', 'Tathwade', ' Pune – 411033', ' India']"
"SarhadCollegeofArts,CommerceandScience(SCACS),pune",https://www.collegedekho.com/colleges/sarhad-college-of-arts-commerce-and-science,Private, Academic Zone   Auditorium   Boys Hostel   Canteen   Computer Lab   Counselling   Gym   Library   Medical Facilities   Cls. Room   Placement   Sports   Cafeteria    Laboratories   Hostel  ,(020)24368621,sarhadcollege@yahoo.com,http://sarhadcollege.org/Main,"['Sr.No.79,80,81,76/4 (new),\r\nNear Rajaram Gas Agency,\r\nPune-Kashmir Maitri Chowk,Katraj,\r\nPune 411046.']"
"PragnyaCollegeofManagement&ComputerStudies(PRAGNYACOLLEGE),pune",https://www.collegedekho.com/colleges/pragnya-college,Private,College TypePrivateEstablished In2003Courses Offered7 ,09371000551,pragnya.college@gmail.com,http://www.pragnyacollege.com/index.html,"['Survey No. 26/1/1, Village -Handewadi Autade, Behind Manyur Mangal Karyalay, Off Katraj-Saswad Road, Taluka - Haveli, Pune 411 028']"
"VishwakarmaCollegeofArtsCommerceandScience(VCACS),pune",https://www.collegedekho.com/colleges/vishwakarma-college-of-arts-commerce-and-science,Private, Academic Zone   Canteen   Computer Lab   Library   Cls. Room   Placement   Sports   Hostel   Scholarship  ,+91-7888016565  91-7888076565 +91-9545509844 +91-9420264358 +91-9881233934,admission@vcacs.ac.in,www.vcacs.ac.in,"Sr. No. 3/6, Laxmi Nagar, VIIT Campus, Kondhwa (BK), Pune 411048"
"ProgressiveEducationSociety'sModernCollegeOfArts,Science&Commerce(PESMCASC),pune",https://www.collegedekho.com/colleges/modern-college-of-arts-science-and-commerce-ganeshkhind,Private, Academic Zone   Canteen   Computer Lab   Counselling   Library   Medical Facilities   Cls. Room   Placement   WiFi  ,02025634021,moderncollege16@gmail.com,http://www.moderncollegegk.org/,"[""Progressive Education Society's Modern College Of Art's, Science & Commerce, Ganeshkhind, Pune, Maharashtra, India- 411016""]"
"ChoiceCollegeofArtsandCommerce(CHOICECOLLEGE),pune",https://www.collegedekho.com/colleges/choice-college,Private, Academic Zone   A/C   AV Lab   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   CSC   Convo. Hall   Counselling   Fest   Cultural zone   Digi sign   Education Festival   Planning lab   Free Laptop   Girls Hostel   Guest house   Gym   Gymkhana   Hospital   International Center   Theatre   Library   Medical Facilities   Cls. Room   Music   Placement   Sports   post off.   Cafeteria    Laboratories   Hostel  ,020-6400 ,choicecollege@gmail.com,http://www.choicecollege.in,"[""Karve Road, Behind McDonald's, Kothrud, Pune - 411 038""]"
"ChristCollege,pune",https://www.collegedekho.com/colleges/christ-college-pune,Private, Math Lab   Academic Zone   A/C   AV Lab   Auditorium   Canteen   Computer Lab   CSC   Convo. Hall   Fest   Cultural zone   Digi sign   Gym   Library   Medical Facilities   Cls. Room   Music   Sports   Cafeteria    Laboratories   Hostel  ,+91-020-27030147,director@christcollegepune.org,http://www.christcollegepune.org/,"['26/4 A, Vadgaon Sheri, Off Pune Nagar Road, Opposite Weikfield IT Park, Pune, Parandwadi, Pune, Maharashtra, India- 411014']"
"AptechComputerEducation(ACE),pune",https://www.collegedekho.com/colleges/aptech-computer-education, , Library   Cls. Room  ,020-30287000 ,aptech.moment@gmail.com,http://www.aptech-education.com,"['KARTHIK CHAMBERS, 2ND FLOOR, OFF JM ROAD, \r\nJM ROAD, OPP MODERN SCHOOL, PUNE - 411005, MAHARASHTRA, INDIA.']"
"KohinoorTechnicalInstitute(KTI),pune",https://www.collegedekho.com/colleges/kohinoor-technical-institute,Private, Computer Lab   Library   Medical Facilities   Cls. Room   Placement   Sports  ,+91-22-66530000,office.deccan@gmail.com,http://kti.ac.in/,"Kohinoor Corporate Office, Kohinoor Bhavan, Senapati Bapat Marg, Dadar (W), Mumbai - 400028,"
"DYPDCCenterforAutomotiveResearchandStudies(DYPDC),pune",https://www.collegedekho.com/colleges/dypdc,Private, Boys Hostel   Canteen   Computer Lab   Mess   Library   Medical Facilities   Cls. Room   Sports   Grounds   Residential Institute   Residential Faculty Zone   Trans.   WiFi  ,     ,info@dypdc.com,http://dypdc.com,"['C/o DY Patil Knowledge City Charoli Bk.via Lohegaon', ' District Pune - 412 105 Maharashtra ', ' India']"
"HindustanAerospace&Engineering(HAE),pune",https://www.collegedekho.com/colleges/hae-pune,Private, Boys Hostel   Canteen   Computer Lab   Counselling   Library   Medical Facilities   Cls. Room   Placement   Trans.   WiFi  ,09373452343,infoshashib@yahoo.in,http://www.haepune.com/,"['#258/2, Balaji Park, Behind Seasons Hotel,Baner, , Baner, Pune, Maharashtra, India- 411007']"
pune,https://www.collegedekho.com/colleges/pune-institute-of-aviation-technology,Private, Auditorium   Computer Lab   Library   Cls. Room   Cafeteria    Laboratories   Hostel  ,02024376074,info@puneiat.org,http://www.puneiat.org,"['Survey no. 65, Behind Ashok Leyland Workshop, Katraj-Mumbai Bypass, Ambegoan (Budruk) Pune – 411046']"
"DrDYPatilSchoolofArchitecture(DYPSOA),pune",https://www.collegedekho.com/colleges/dr-d-y-patil-school-of-architecture,Private,College TypePrivateEstablished In2011Courses Offered2Total Faculty43 ,,shubhada@dypatilarch.com,http://www.dypatilarch.com/,"['DR. D. Y. Patil Knowledge City', 'Charoli BK.\tVia Lohgaon', ' Pune   Maharashtra\t412 105\tIndia']"
"VIT'sPadmabhushanDr.VasantdadaPatilCollegeofArchitecture(VCPA),pune",https://www.collegedekho.com/colleges/pvp-college-of-architecture,Private, Boys Hostel   Canteen   Computer Lab   Convo. Hall   Counselling   Theatre   Library   Medical Facilities   Cls. Room   Placement   Sports   Trans.   WiFi  ,02020291299,vitcoapune@gmail.com,http://www.pvpcoapune.org/,"['274/2,275/2,282 Aditya Nisarga,Pirangut Tal:-Mulshi,Pune-412108']"
"S.B.PatilCollegeofArchitecture&Design(Vastu-Kimaya)(SBPCOAD),pune",https://www.collegedekho.com/colleges/sb-patil-college-of-architecture,Private, Academic Zone   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Convo. Hall   Counselling   Gym   Mess   Library   Medical Facilities   Cls. Room   Placement   Sports   post off.   Practical Labs   Trans.   WiFi  ,02065220023,sbpcoad@gmail.com,http://www.sbpatilarchitecture.com/,"['Sector-26', ' Near Akurdi Railway Station', ' Pradhikaran', ' Nigdi', ' Pune', ' Maharashtra', ' India- 411044 ']"
"AllanaCollegeofArchitecture(ACOA),pune",https://www.collegedekho.com/colleges/allana-college-of-architecture,Private, Math Lab   A/C   AV Lab   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Convo. Hall   Counselling   Fest   Cultural zone   Digi sign   Education Festival   Planning lab   Free Laptop   Girls Hostel   Guest house   Gym   Mess   International Center   Theatre   Library   Medical Facilities   Cls. Room   Music   Placement   Sports   Grounds  ,+91-020-26433202,allanacoa@azamcampus.org,http://www.allanaarchitecture.org,"['2390 / B - K. B. Hidayatullah Road,New Modikhana, Azam Campus, Camp, Pune – 411001.']"
"PadmashreeDr.D.Y.PatilCollegeofArchitecture(DYPCOA),pune",https://www.collegedekho.com/colleges/dy-patil-college-of-architecture,Private, Auditorium   Boys Hostel   Canteen   Computer Lab   Girls Hostel   Mess   Theatre   Library   Sports   Trans.   WiFi  ,  27653054  ,info@dypcoeakurdi.ac.in,http://www.dypcoa.ac.in/index.php,"['D.Y. Patil Educational Complex', '  Sector 29', ' Nigdi Pradhikaran', ' Akurdi', ' Pune-411044', ' Maharashtra', ' India']"
"MinervaCollegeofArchitecture,pune",https://www.collegedekho.com/colleges/minerva-college-of-architecture,Private, Canteen   Computer Lab   Convo. Hall   Counselling   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   Trans.   WiFi  ,02114-311399,minervapune@gmail.com,http://minerva.ind.in/,"['S.No. 512', ' Talegaon MIDC Road', ' Ambi Village', '', ' Talegaon Dabhade', ' Taluka Maval', '  Pune', ' Maharashtra', ' India-410507']"
"WingsssCollegeofAviationTechnology(WCAT),pune",https://www.collegedekho.com/colleges/wingsss-college-of-aviation-technology,Private, Academic Zone   A/C   Canteen   Counselling   Theatre   Library   Medical Facilities   Cls. Room   Placement   Grounds   WiFi  , 25236277,admission.sgipune@gmail.com,http://www.wcat.in/,"['140/6, Near Warje Chowk, NDA Road, \r\nWarje Malwadi, Pune-411052']"
"Campeducationsociety'sDr.ArvindB.TelangSeniorCollegeofArts,Science&Commerce(CEDDABTSCASC),pune",https://www.collegedekho.com/colleges/dr-arvind-b-telang-senior-college,Private,College TypePrivateEstablished In1998Courses Offered22 ,02027658596,cess01@rediffmail.com,http://cesabt.ac.in/,"['Sector No. 27-A, Pradhikaran Nigdi, Pune - 4411 044']"
"SymbiosisSchoolforLiberalArts(SSLA),pune",https://www.collegedekho.com/colleges/ssla,Private, Academic Zone   A/C   AV Lab   Canteen   Computer Lab   Counselling   Library   Medical Facilities   Cls. Room   Placement   Sports   Trans.   WiFi  ,+91-2066861201,info@ssla.edu.in,http://www.ssla.edu.in,"['Symbiosis Campus', ' S No. 227', ' Plot 11', ' 3rd FloorOpp. Pune International Airport', ' New Airport RoadViman Nagar', ' Pune. 411014']"
"VivekanandSchoolofComputerStudiesandResearch(VITSCSR),pune",https://www.collegedekho.com/colleges/vivekanand-school-of-computer-studies-and-research-pune,Private, Boys Hostel   Canteen   Computer Lab   Convo. Hall   Counselling   Library   Medical Facilities   Cls. Room   Placement   Sports   WiFi  ,02024368550,vitscsr@gmail.com,http://www.vitpune.org/,"['F-Wing,6th Floor,K.K.Market, Balaji Nagar,Pune-Satara Road, Pune, Maharashtra, India']"
"SuryadattaCollegeofManagementInformationResearch&Technology_duplicate(SCMIRT),pune",https://www.collegedekho.com/colleges/suryadatta-college-of-management-information-research-technology,Private, Boys Hostel   Canteen   Computer Lab   Counselling   Library   Medical Facilities   Cls. Room   Placement   Sports   Trans.   WiFi  ,  67901300,principal.scmirt@suryadatta.edu.in,http://www.scmirt.org/,"['Sr. No. 342', ' Chandani Chowk Campus', 'Patil Nagar', ' Near DSK Ranwara SocietyBavdhan (Bk.)', ' Pune - 411021', '']"
"MaharashtraAcademyofNavalEducationandTraining(MANET),pune",https://www.collegedekho.com/colleges/manet-pune,Government,College TypeGovernmentEstablished In2001Max. PackageINR 3 L Fee Range 0.134 Million - 0.135 MillionCourses Offered2 , 02026912901,office@manetpune.com,http://www.manetpune.com/,"['MAEER’s Maharashtra Academy Of Naval Education\r\nAnd Training (MANET) Gat No. 140,Rajbaug, Pune-Solapur Highway,Loni-kalbhor, Pune-412 201.']"
"SymbiosisInstituteofHealthSciences(SIHS),pune",https://www.collegedekho.com/colleges/sihs,Private, Auditorium   Canteen   Computer Lab   Counselling   Gym   Hospital   Theatre   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   Residential Faculty Zone   Swimming Pool   Trans.   WiFi   Cafeteria    Laboratories   Hostel  ,+91-020-25658015,admin@sihspune.org,http://www.sihspune.org/,"['Senapati Bapat Road, Pune 411004 (INDIA).']"
"VishwakarmaMaritimeInstitute(VMI),pune",https://www.collegedekho.com/colleges/vishwakarma-maritime-institute,Private, Auditorium   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room   Sports   Laboratories  ,02064785715,info@vmipune.com,http://vmipune.com/,"['SURVEY NO. 2, KONDHAWA BUDRUK,\r\nPUNE - 411 048. MAHARASHTRA, INDIA.']"
"SymbiosisSchoolofEconomics(SSE),pune",https://www.collegedekho.com/colleges/sse,Private, Auditorium   Boys Hostel   Canteen   Computer Lab   Convo. Hall   Counselling   Fest   Gym   Library   Medical Facilities   Cls. Room   Placement   Sports   Club   Trans.   WiFi   Workshops   Bed  , 020-25672520 020-25652444(Extension: ,info@sse.ac.in,http://www.sse.ac.in/,"['3rd Floor SCHC Building ', ' Senapati Bapat Road', ' Pune', ' Maharashtra', ' India-411004']"
"IESAcademy(IESA),pune",https://www.collegedekho.com/colleges/ies-academy-pune,Private,College TypePrivateEstablished In2008Courses Offered2 ,08308864481,iesacademy@hotmail.com,http://www.iesacademy.co.in/,"['S No. 606, Ankur Chambers, Shivaji Road, Narayan Peth, Pune, Maharashtra 411002']"
"TheGreatEasternInstituteofMaritimeStudies(GEIMS),pune",https://www.collegedekho.com/colleges/the-great-eastern-institute-of-maritime-studies,Private, A/C   Boys Hostel   Canteen   Computer Lab   International Center   Library   Medical Facilities   Cls. Room  ,2114270167,academy@greatship.com,http://geinstitute.com/pages/main1.html,"['54-56 Tungarli Village, Opposite Lagoona Resort, Next to Perfect Engineering Works, Lonavala, Maharashtra, India- 410403']"
"TolaniMaritimeInstitute(TMI),pune",https://www.collegedekho.com/colleges/tolani-maritime-institute,Private, Auditorium   ATM   Computer Lab   Library   Medical Facilities   Cls. Room   Sports   Shopping   Swimming Pool   Trans.   Workshops   Laundry   Cafeteria    Laboratories   Hostel  ,+91-2114-242000 +91-9271186010 +91-9271184772 +91-9271196936,info@tmi.tolani.edu,http://www.tolani.edu/tmi/,"Tolani Maritime Institute, Talegaon - Chakan Road, Induri, Talegaon, Pune - 410 507"
"SiddhantCollegeofEngineering(SCE),pune",https://www.collegedekho.com/colleges/siddhant-college-of-engineering-pune,Private, Academic Zone   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room   Placement   Residential Institute   Residential Zone   Residential Faculty Zone  ,02065100360,info@siddhantcoe.edu.in,http://www.siddhantcoe.edu.in/,"['Talegaon - Chakan Road', ' A/P-Sudumbare', '  Tal-Maval', ' Dist-Pune', ' Pin- 412109 ']"
"CusrowWadiaInstituteofTechnology(CWIT),pune",https://www.collegedekho.com/colleges/cusrow-wadia-institute-of-technology,Private, Academic Zone   Auditorium   Boys Hostel   Computer Lab   Gym   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   Residential Institute   Residential Zone   Residential Faculty Zone   Cafeteria    Laboratories   Hostel  , 020-261648,principal@cwitpune.com,http://cwitpune.com,"['19, Bundgarden Road,\r\nPune-411001.']"
"S.N.D.T.CollegeofHomeScience(SNDTHSC),pune",https://www.collegedekho.com/colleges/sndt-college-of-home-science,Private, Canteen   Computer Lab   Library   Cls. Room  ,02025432097,homescpune@sndt.ac.in,http://sndthsc.com/nav/index.html,"['SNDT COLLEGE OF HOME SCIENCE\r\nKarve Road,\r\nPune-411 038']"
"SahyadriValleyCollegeofEngineering&Technology(SVCET),pune",https://www.collegedekho.com/colleges/sahyadri-valley-college-of-engineering-technology,Private, Academic Zone   A/C   AV Lab   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room   Placement   Residential Institute   Residential Zone   Residential Faculty Zone   Table   Cafeteria    Laboratories  ,02132203409,info@sahyadrivalleycollege.com,http://www.sahyadrivalleycollege.com/,"['Sahyadri Valley College of Engineering & TechnologyAt / Post – Rajuri Near Alephata', 'Kalyan Nagar Highway', 'Taluka – Junnar', 'District – Pune', 'Pincode – 412411.Maharashtra', ' India.']"
"Dr.DYPatilSchoolofEngineering(DYPSE),pune",https://www.collegedekho.com/colleges/dy-patil-school-of-engineering,Private,College TypePrivateEstablished In1984Courses Offered9 ,02030619454,sonali.kale@dypic.in,http://www.dypic.in/school-of-engineering.htm,"['Dr D Y Patil Knowledge City', 'Charholi (Bk)', ' Via Lohgaon', ' 7 km from Airport', 'Pune- 412 105', ' Maharashtra - India']"
"PadmashreeDr.D.Y.PatilPolytechnic(PDDYP),pune",https://www.collegedekho.com/colleges/dy-patil-polytechnic-akurdi,Private, Boys Hostel   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room  ,020-27653054,dypprincipal@gmail.com,http://www.pddyppolytechnic.org/,"['Padmashree Dr. D. Y. Patil Polytechnic, Dr. D. Y. Patil Educational Complex, Sector 29, Nigdi Pradhikaran, Akurdi, Pune 411044.']"
"MaharashtraInstituteofTechnology(MIT),pune",https://www.collegedekho.com/colleges/mit-pune,Private, Academic Zone   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Girls Hostel   Guest house   Gym   Gymkhana   Mess   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   Residential Faculty Zone   Club   Trans.   WiFi   Workshops   Bed   Badminton Court   Volleyball Ground  ,+91-020-30273400,mit@mitpune.com,http://www.mitpune.com/,"S.No.124, Paud Road, Kothrud,  Pune 411038, Maharashtra, INDIA"
"InstituteofFoodTechnologyandManagement(IFTM),pune",https://www.collegedekho.com/colleges/iftm-pune,Private, Math Lab   Academic Zone   A/C   AV Lab   Boys Hostel   Canteen   Computer Lab   CSC   Counselling   Fest   Cultural zone   Digi sign   Education Festival   Planning lab   Free Laptop  ,8055101060,info@iftmindia.org,http://www.iftmindia.org/,"['S. No. 12, Someshwarwadi, Near Rajwada Hotel, Baner Road, Baner, Pune 411008, (Maharashtra, India)']"
